,idx,Q_num,word,corrected
0,1,8_Q18,feom,from
1,1,55_Q18,bourdain,ordain
2,1,212_Q18,ocassionally,occasionally
3,2,25_Q18,kors,hors
4,3,25_Q18,bouble,double
5,3,57_Q18,pm,am
6,3,78_Q18,ofn,of
7,3,91_Q18,watcy,watch
8,3,102_Q18,dinnee,dinner
9,3,120_Q18,andb,and
10,3,125_Q18,theb,the
11,3,138_Q18,alot,lot
12,3,163_Q18,theb,the
13,4,150_Q18,,i
14,5,77_Q18,abd,and
15,5,136_Q18,diwn,down
16,10,57_Q18,a.m.,am
17,11,163_Q18,cambodia,cambodian
18,12,132_Q18,,i
19,13,25_Q18,myer,yer
20,13,84_Q18,franticly,frantic
21,15,27_Q18,pressups,pressure
22,16,177_Q18,njghtmare,nightmare
23,19,59_Q18,dejectedly,dejected
24,20,124_Q18,coudln't,couldn't
25,24,176_Q18,go!,got
26,25,8_Q18,behins,behind
27,26,69_Q18,wasnt,want
28,26,171_Q18,didnt,didn't
29,26,175_Q18,hermoine,heroine
30,27,132_Q18,thougth,thought
31,28,4_Q18,embarassed,embarrassed
32,28,55_Q18,bourdello,bordello
33,28,93_Q18,intrigueing,intriguing
34,28,162_Q18,inseperable,inseparable
35,29,187_Q18,didnt,didn't
36,32,20_Q18,,i
37,32,88_Q18,contemplatively,contemplative
38,32,147_Q18,soliders,soldiers
39,32,195_Q18,vigourously,vigorously
40,34,6_Q18,th,the
41,34,60_Q18,sayz,say
42,34,215_Q18,wemt,went
43,35,57_Q18,a.m.,am
44,35,121_Q18,everywheres,everywhere
45,35,141_Q18,porkchop,workshop
46,38,129_Q18,chcocolate,chocolate
47,40,8_Q18,suddenly!,suddenly
48,40,158_Q18,mitchel,michel
49,40,197_Q18,chlothes,clothes
50,40,199_Q18,obstical,mystical
51,43,7_Q18,shotput,shout
52,45,157_Q18,carefully.,carefully
53,46,1_Q18,,i
54,46,70_Q18,tv,to
55,46,119_Q18,abive,above
56,53,57_Q18,pm,am
57,53,113_Q18,ghast,ghost
58,53,126_Q18,,i
59,53,175_Q18,,i
60,54,93_Q18,inparticular,particular
61,55,189_Q18,aprubtly,abruptly
62,56,95_Q18,wimpered,whimpered
63,56,178_Q18,shugged,hugged
64,57,141_Q18,porkchop,workshop
65,57,192_Q18,abouts,about
66,58,101_Q18,bpy,by
67,59,213_Q18,neccessary,necessary
68,60,197_Q18,t.v,tov
69,60,214_Q18,noded,noted
70,62,7_Q18,brickd,brick
71,62,74_Q18,stort,start
72,62,100_Q18,inarms,arms
73,62,123_Q18,mive,give
74,62,132_Q18,snoozed,snooze
75,62,148_Q18,botyle,bottle
76,62,160_Q18,invied,invited
77,62,171_Q18,storys,story
78,62,193_Q18,croed,crowd
79,62,212_Q18,crys,cry
80,63,112_Q18,streched,stretched
81,63,182_Q18,shouls,should
82,65,74_Q18,msn,man
83,67,14_Q18,timr,time
84,67,24_Q18,hurridly,hurriedly
85,67,36_Q18,daughhter,daughter
86,67,74_Q18,b,i
87,67,134_Q18,attard,attack
88,67,143_Q18,scowled,showed
89,68,57_Q18,pm,am
90,68,67_Q18,tbale,table
91,68,199_Q18,obsence,absence
92,69,88_Q18,worriedly,worried
93,70,147_Q18,armys,army
94,70,208_Q18,ecohed,echoed
95,70,212_Q18,doesnt,doesn't
96,72,32_Q18,morining,morning
97,74,4_Q18,hangry,angry
98,74,11_Q18,munted,hunted
99,74,34_Q18,son.,son
100,74,36_Q18,thot,that
101,74,46_Q18,"""nothing",nothing
102,74,62_Q18,van?,van
103,74,76_Q18,"swore,",swore
104,74,83_Q18,hesitated.,hesitated
105,74,112_Q18,drubbed,rubbed
106,74,118_Q18,head.,head
107,74,125_Q18,bum.,bump
108,74,142_Q18,cat.,cat
109,74,159_Q18,shoulder.,shoulder
110,74,176_Q18,go!,got
111,74,206_Q18,basment.,basement
112,76,74_Q18,b,i
113,78,66_Q18,,i
114,79,28_Q18,tesco,teach
115,80,147_Q18,armys,army
116,80,171_Q18,didnt,didn't
117,80,174_Q18,didnt,didn't
