,idx,Q_num,word,corrected
0,2,11_Q23,dividens,divides
1,2,14_Q23,paitently,patiently
2,4,89_Q23,snickered,suckered
3,4,209_Q23,mohican,monican
4,5,99_Q23,shopkeep,shopkeeper
5,6,8_Q23,pantomine,pantomime
6,7,84_Q23,noone,none
7,7,85_Q23,doesnt,doesn't
8,7,208_Q23,didnt,didn't
9,10,78_Q23,mccartney,mccarthy
10,10,172_Q23,how?,how
11,10,202_Q23,crossly,grossly
12,11,104_Q23,knowningly,knowingly
13,13,43_Q23,akimbo,limbo
14,13,49_Q23,,i
15,13,82_Q23,,i
16,13,131_Q23,,i
17,13,148_Q23,,i
18,14,86_Q23,cooed,cooked
19,15,208_Q23,didnt,didn't
20,17,28_Q23,tshirt,shirt
21,19,11_Q23,heafty,hearty
22,19,12_Q23,babra,baba
23,19,22_Q23,,i
24,19,63_Q23,pjs,pas
25,19,64_Q23,lollypops,lollipops
26,19,71_Q23,iit,it
27,19,85_Q23,didnt,didn't
28,19,121_Q23,jamp,jump
29,21,29_Q23,side-saddle,sidesaddle
30,21,123_Q23,twiddled,twiddle
31,21,165_Q23,antigua,antique
32,22,50_Q23,shouldnt,shouldn't
33,22,85_Q23,doesnt,doesn't
34,22,177_Q23,tiredly,tired
35,22,203_Q23,graham?,graham
36,23,28_Q23,tshirt,shirt
37,23,85_Q23,didnt,didn't
38,23,148_Q23,budda,buddy
39,23,153_Q23,sniffled,sniffles
40,23,208_Q23,didnt,didn't
41,24,85_Q23,doesnt,doesn't
42,24,141_Q23,paitently,patiently
43,24,183_Q23,alot,lot
44,26,23_Q23,hik,his
45,26,34_Q23,placd,place
46,26,45_Q23,demonsn,demons
47,26,47_Q23,lkke,like
48,26,104_Q23,nastily,hastily
49,26,191_Q23,befofe,before
50,26,205_Q23,littlr,little
51,28,30_Q23,efficently,efficiently
52,28,32_Q23,didnt,didn't
53,28,50_Q23,didnt,didn't
54,28,86_Q23,cooed,cooked
55,28,104_Q23,cutely,acutely
56,28,208_Q23,didnt,didn't
57,29,30_Q23,grear,great
58,29,85_Q23,doesnt,doesn't
59,29,86_Q23,cooed,cooked
60,29,208_Q23,didnt,didn't
61,30,32_Q23,wishfully,wistfully
62,30,50_Q23,didnt,didn't
63,30,140_Q23,slowely,slowly
64,30,177_Q23,tiredly,tired
65,31,42_Q23,iiked,liked
66,31,65_Q23,alot,lot
67,31,109_Q23,iiving,living
68,33,86_Q23,cooed,cooked
69,33,113_Q23,saod,said
70,33,179_Q23,stop!,stop
71,34,3_Q23,anyrhing,anything
72,34,50_Q23,doesnt,doesn't
73,34,182_Q23,recieved,received
74,35,76_Q23,upraised,praised
75,35,136_Q23,mr,my
76,37,134_Q23,grimaced,grimace
77,37,168_Q23,grimaced,grimace
78,39,14_Q23,paitently,patiently
79,39,63_Q23,dannys,danny
80,39,133_Q23,imediatley,immediately
81,39,146_Q23,akwardly,awkwardly
82,40,58_Q23,you're,you've
